"inlf","hours","kidslt6","kidsge6","age","educ","wage","repwage","hushrs","husage","huseduc","huswage","faminc","mtr","motheduc","fatheduc","unem","city","exper","nwifeinc","lwage","expersq"
1,1089,0,0,44,10,1.60699999332428,0,880,47,11,5.55000019073486,14884,0.751500010490417,10,10,9.5,1,14,13.1339797973633,0.47436910867691,196
1,800,0,1,32,12,2.25,0,2070,31,16,11.5939998626709,27400,0.621500015258789,12,7,11,1,12,25.6000003814697,0.810930192470551,144
1,1230,0,0,47,5,2.03250002861023,2.8199999332428,1050,53,5,9.52379989624023,16400,0.721499979496002,7,12,14,1,9,13.9000301361084,0.709266602993011,81
1,1158,0,1,46,17,5.53200006484985,8.10000038146973,2635,57,17,7.28049993515015,25704,0.621500015258789,14,17,7.5,0,13,19.2979393005371,1.71054899692535,169
1,2272,0,0,37,11,1.58449995517731,3.71000003814697,3000,47,8,3,12800,0.721499979496002,10,10,7.5,0,18,9.20001602172852,0.460268914699554,324
1,528,0,2,51,12,3.7878999710083,0,2500,50,11,10.3999996185303,40000,0.621500015258789,7,7,7.5,0,8,37.9999885559082,1.33181202411652,64
1,1000,0,1,49,12,3,0,1990,49,12,10.0500001907349,47000,0.661499977111816,7,7,14,1,11,44,1.09861195087433,121
1,520,0,4,36,14,8.65380001068115,0,2390,37,13,8.78660011291504,25872,0.661499977111816,10,12,9.5,1,9,21.3720207214355,2.15799903869629,81
1,760,0,1,39,11,4.21049976348877,3.95000004768372,1430,44,12,10.1400003433228,26868,0.691500008106232,12,7,9.5,1,9,23.6680202484131,1.4375809431076,81
1,1920,0,2,48,12,4.6875,4.30000019073486,1800,50,8,5,18000,0.691500008106232,12,12,9.5,1,14,9,1.54489898681641,196
1,1220,0,2,38,14,4.0984001159668,4.84000015258789,2103,43,17,11.8879995346069,30200,0.581499993801117,7,7,5,1,9,25.1999492645264,1.41059696674347,81
1,200,0,2,40,12,25,3,1350,42,12,13.3330001831055,26220,0.661499977111816,7,7,7.5,1,2,21.2199993133545,3.21887588500977,4
1,2480,1,5,39,10,2.6331000328064,4.19999980926514,2880,36,17,8.6806001663208,40500,0.581499993801117,7,7,3,0,12,33.9699096679688,0.968161880970001,144
1,2750,0,0,37,16,6,9,2400,43,17,7.29169988632202,33570,0.610000014305115,12,7,7.5,1,15,17.0699996948242,1.79175901412964,225
1,2014,0,1,49,13,5.41260004043579,4.05000019073486,1135,47,12,3.52419996261597,16917,0.721499979496002,7,14,14,1,11,6.01602411270142,1.68873000144958,121
1,1355,0,3,33,12,0.664200007915497,1,2750,35,17,6.18179988861084,18000,0.721499979496002,12,7,9.5,0,7,17.1000099182129,-0.409171998500824,49
1,80,0,0,30,12,1.25,0,2085,32,16,2.97550010681152,8337,0.751500010490417,12,12,11,1,9,8.23700046539307,0.223143503069878,81
1,1670,0,0,54,12,2.27539992332458,2.09999990463257,2600,56,8,4.57690000534058,17100,0.721499979496002,12,7,9.5,0,19,13.3000802993774,0.822155773639679,361
1,520,0,4,39,11,3.4614999294281,3.04999995231628,3542,40,12,3.10560011863708,17800,0.751500010490417,10,7,11,0,11,16.0000190734863,1.24170196056366,121
1,288,0,3,43,12,4.16669988632202,3,1975,43,12,5.82280015945435,13740,0.751500010490417,12,12,14,1,8,12.5399904251099,1.4271240234375,64
1,2014,0,3,31,9,4.46869993209839,4.26000022888184,2400,32,12,7.5,27000,0.621500015258789,10,3,9.5,1,13,18.0000400543213,1.49709701538086,169
1,800,0,3,33,13,1.75,0,3000,37,14,8.33329963684082,32600,0.621500015258789,12,7,7.5,1,4,31.2000007629395,0.559615790843964,16
1,1984,0,3,40,12,3.66939997673035,4.25,1960,39,14,9.23470020294189,28030,0.661499977111816,12,12,14,1,7,20.7499103546143,1.30002796649933,49
1,1823,0,1,36,12,6.58260011672974,6,2000,39,9,5.5,23100,0.661499977111816,12,12,3,0,19,11.0999202728271,1.88443005084991,361
1,1500,0,0,51,12,2.59999990463257,2,3000,51,12,6,24580,0.661499977111816,7,7,9.5,1,14,20.6800003051758,0.955511391162872,196
1,2261,0,1,44,13,4.86509990692139,5.5,2400,43,12,6.66669988632202,29000,0.621500015258789,12,7,9.5,1,14,18.0000095367432,1.58208703994751,196
1,1728,0,3,42,16,5.78700017929077,6.25,2450,48,14,13.0609998703003,42430,0.521499991416931,12,14,9.5,1,3,32.4300689697266,1.7556140422821,9
1,1960,0,1,40,12,4.54080009460449,5,2423,40,8,12.793999671936,41800,0.521499991416931,12,12,7.5,1,9,32.9000282287598,1.51310300827026,81
1,1578,1,1,34,16,9.50570011138916,7.71999979019165,2000,33,16,12,39100,0.579999983310699,12,17,9.5,1,7,24.1000099182129,2.25189208984375,49
1,1316,0,0,30,17,10.6379995346069,7,2526,41,16,6.73000001907349,31800,0.581499993801117,16,17,11,1,7,17.8003902435303,2.36443209648132,49
1,1530,0,0,54,12,1.1110999584198,1.12999999523163,2695,53,12,6.67899990081787,22200,0.691500008106232,7,7,14,0,14,20.5000190734863,0.105350501835346,196
1,2220,0,0,51,12,4.05410003662109,4.36999988555908,2048,54,12,4.39449977874756,19500,0.691500008106232,16,7,3,0,29,10.4998998641968,1.39972901344299,841
1,1336,0,2,44,9,2.68709993362427,2.64000010490417,1920,46,11,4.6875,14027,0.751500010490417,7,10,11,0,19,10.437029838562,0.988462507724762,361
1,1008,0,1,43,12,2.97620010375977,2.5,2338,42,9,7.69890022277832,21195,0.661499977111816,7,7,11,1,14,18.1949901580811,1.09064698219299,196
1,1944,0,1,34,12,3.17280006408691,3.23000001907349,2945,37,8,4.32870006561279,19013,0.691500008106232,10,7,7.5,0,16,12.8450803756714,1.15461397171021,256
1,2000,0,0,45,13,3.54999995231628,3.45000004768372,2047,52,12,6.74160003662109,20900,0.661499977111816,12,7,11,1,10,13.8000001907349,1.26694798469543,100
1,258,0,0,39,12,17.9069995880127,0,1668,47,7,9.35249996185303,26820,0.621500015258789,10,3,11,0,12,22.2000007629395,2.88519191741943,144
1,1785,0,0,50,12,3.41739988327026,5.75,175,48,10,9.14290046691895,12800,0.751500010490417,0,0,14,1,24,6.69994115829468,1.22888004779816,576
1,480,0,0,52,12,3.33330011367798,0,1798,53,12,2.64179992675781,7850,0.751500010490417,7,7,14,0,6,6.25001621246338,1.20396304130554,36
1,772,0,2,41,12,3.88599991798401,7.5,1222,45,12,7.36499977111816,18600,0.721499979496002,12,12,7.5,1,9,15.6000099182129,1.35738003253937,81
1,900,0,0,59,10,2.31110000610352,2.22000002861023,1820,59,7,1.40659999847412,5380,0.771499991416931,12,7,5,0,14,3.30000996589661,0.837723612785339,196
1,1428,0,0,52,12,1.71080005168915,2.5,1560,60,8,1.51919996738434,6114,0.771499991416931,10,7,14,0,26,3.67097806930542,0.536961078643799,676
1,210,0,0,46,16,2.1143000125885,4,2210,49,12,3.34389996528625,8234,0.751500010490417,12,12,14,0,7,7.78999710083008,0.748723804950714,49
1,239,1,5,41,12,9.9330997467041,4.5,2874,48,16,2.91059994697571,20646,0.721499979496002,3,7,11,1,4,18.2719898223877,2.29587292671204,16
1,1878,0,2,33,11,3.02769994735718,3.5,2499,35,8,4.38339996337891,16640,0.721499979496002,7,7,9.5,0,15,10.9539804458618,1.10780298709869,225
1,215,0,0,45,12,1.86049997806549,2.29999995231628,3088,38,12,4.20979976654053,13900,0.721499979496002,12,12,5,1,23,13.4999904632568,0.620845317840576,529
1,2340,1,2,36,10,0.128199994564056,0,2020,37,8,3.71289992332458,11500,0.781499981880188,10,7,7.5,0,1,11.2000102996826,-2.05416393280029,1
1,1960,0,1,48,12,6.63269996643066,6.30000019073486,1980,56,10,10.6059999465942,34000,0.551500022411346,7,7,14,1,29,20.9999103546143,1.89201200008392,841
1,532,0,1,47,12,5.63910007476807,3.59999990463257,1968,47,11,8.63819980621338,28700,0.661499977111816,7,3,11,1,9,25.7000007629395,1.72972500324249,81
1,394,0,0,45,12,1.59899997711182,2.5,2100,45,12,3.83669996261597,9563,0.751500010490417,7,7,7.5,0,6,8.93299388885498,0.469378411769867,36
1,675,0,2,37,12,2.66669988632202,3,2651,48,17,7.16709995269775,20960,0.691500008106232,7,7,7.5,0,11,19.1599807739258,0.98084169626236,121
1,1515,0,4,46,16,7.92080020904541,6.80000019073486,1918,49,14,8.86340045928955,38590,0.621500015258789,12,10,14,1,17,26.5899906158447,2.06949210166931,289
1,1030,0,3,43,17,5.33979988098145,5.80000019073486,2585,46,16,7.73689985275269,27900,0.661499977111816,12,12,5,1,6,22.4000091552734,1.67518794536591,36
1,1250,0,2,42,12,4,4,2250,46,17,9.17020034790039,25633,0.621500015258789,7,7,7.5,1,7,20.632999420166,1.38629400730133,49
1,1158,1,2,34,17,6.04489994049072,5.09999990463257,2480,39,17,11.289999961853,35200,0.551500022411346,12,12,7.5,1,2,28.2000102996826,1.79921495914459,4
1,112,0,0,52,12,6.25,0,2924,53,12,6.32690000534058,29500,0.581499993801117,7,7,7.5,1,24,28.7999992370605,1.83258199691772,576
1,336,0,3,37,12,2.97620010375977,2.20000004768372,1896,52,9,4.7467999458313,10000,0.751500010490417,10,7,7.5,0,4,8.99999713897705,1.09064698219299,16
1,1984,0,1,37,12,4.23390007019043,4.78000020980835,2332,40,12,4.88850021362305,19800,0.691500008106232,10,7,5,0,11,11.3999395370483,1.44312405586243,121
1,716,0,0,52,8,3.49160003662109,2.20000004768372,3482,59,7,2.48420000076294,12900,0.721499979496002,7,7,5,0,25,10.4000101089478,1.25036001205444,625
1,1410,1,0,30,12,4.96449995040894,1.27999997138977,2106,30,14,8.54699993133545,26080,0.621500015258789,12,12,7.5,0,11,19.0800590515137,1.60231304168701,121
1,1300,0,1,31,13,2.76920008659363,0,1160,32,12,6.63789987564087,13066,0.751500010490417,17,7,11,1,2,9.46603965759277,1.01855897903442,4
1,1640,0,1,38,12,3.65849995613098,3.25,2040,46,12,3.18630003929138,12500,0.721499979496002,7,7,7.5,0,19,6.50006008148193,1.2970529794693,361
1,1202,0,3,43,12,5.39349985122681,0,2856,48,16,4.54659986495972,35600,0.581499993801117,7,7,9,1,7,29.1170101165771,1.68519401550293,49
1,489,0,1,49,8,0.6564000248909,2.28999996185303,950,51,8,12.7889995574951,19424,0.751500010490417,7,7,5,1,2,19.1030197143555,-0.420984894037247,4
1,2076,0,0,55,12,4.76879978179932,4.67999982833862,2068,58,10,6.52799987792969,26250,0.661499977111816,7,7,5,1,20,16.3499698638916,1.5620950460434,400
1,526,0,2,38,17,8.555100440979,4.19999980926514,1896,42,17,16.4029998779297,36525,0.551500022411346,12,14,9.5,1,10,32.0250205993652,2.14652800559998,100
1,1721,0,0,52,17,10.4589996337891,9.5,2000,56,16,7,34700,0.610000014305115,14,17,14,1,19,16.7000598907471,2.34746289253235,361
1,1327,0,0,48,12,2.63750004768372,2.5699999332428,288,51,11,13.5419998168945,8311,0.751500010490417,7,7,11,1,17,4.81103801727295,0.969831526279449,289
1,584,0,2,32,13,6.84929990768433,4.32000017166138,2160,33,12,6.71299982070923,28626,0.691500008106232,12,10,11,1,12,24.6260108947754,1.92414605617523,144
1,1376,0,1,32,12,5.08720016479492,5,3120,33,17,5.44869995117188,24400,0.661499977111816,7,7,5,1,11,17.4000091552734,1.62672805786133,121
1,1040,0,2,38,12,0.961499989032745,0,1944,41,17,6.68720006942749,14025,0.721499979496002,7,7,7.5,1,6,13.0250396728516,-0.0392607003450394,36
1,548,0,3,46,12,4.30660009384155,3.69000005722046,2046,47,12,9.09430027008057,21367,0.691500008106232,16,12,14,1,10,19.0069808959961,1.46014904975891,100
1,15,0,3,40,12,7.06669998168945,0,2005,42,9,6.53369998931885,14136,0.751500010490417,7,7,7.5,0,4,14.0299997329712,1.95539402961731,16
1,1980,0,4,31,9,2.52530002593994,2.55999994277954,2070,36,10,4.68599987030029,19900,0.751500010490417,10,7,5,1,2,14.8999099731445,0.926359891891479,4
1,1520,0,1,43,10,7.894700050354,5,3000,50,12,8,37000,0.521499991416931,12,9,9.5,1,13,25.0000591278076,2.06619191169739,169
1,1880,0,0,51,12,4.14890003204346,3.90000009536743,2640,51,12,4.05299997329712,18500,0.691500008106232,7,7,7.5,0,21,10.7000703811646,1.42284297943115,441
1,1260,1,0,30,16,8.17459964752197,8.17000007629395,2450,34,17,8.16329956054688,34550,0.551500022411346,16,14,5,1,9,24.25,2.1010320186615,81
1,1092,0,0,52,13,9.59710025787354,0,1000,53,15,16.5,49620,0.461499989032745,10,7,11,1,4,39.1399688720703,2.26146101951599,16
1,1587,1,5,30,8,2.01640009880066,2.29999995231628,2080,33,8,3.4614999294281,10400,0.781499981880188,3,3,7.5,0,2,7.19997310638428,0.70131379365921,4
1,156,0,0,51,16,7.6217999458313,0,2413,51,16,11.3610000610352,33000,0.551500022411346,16,16,11,1,19,31.8110008239746,2.03101301193237,361
1,1939,0,2,31,13,3.19749999046326,3.4300000667572,2570,31,12,3.89109992980957,16200,0.721499979496002,7,3,7.5,1,4,10.0000495910645,1.16236901283264,16
1,1250,0,4,34,12,1.60000002384186,1.36000001430511,2030,52,12,9.60589981079102,22660,0.691500008106232,12,16,7.5,1,9,20.6599998474121,0.470003604888916,81
1,610,0,0,49,11,4.0984001159668,4,4684,59,17,2.6686999797821,16000,0.721499979496002,7,7,7.5,1,14,13.4999799728394,1.41059696674347,196
1,270,1,3,35,13,1.4815000295639,5,2802,41,17,8.88650035858154,25780,0.661499977111816,7,16,9.5,1,6,25.3799991607666,0.393055111169815,36
1,660,1,0,53,12,3.63639998435974,3.15000009536743,2090,59,12,6.36359977722168,20675,0.721499979496002,7,12,7.5,1,24,18.2749805450439,1.29099404811859,576
1,1000,0,3,32,12,1,0,2053,46,16,17.7280006408691,40213,0.551500022411346,12,7,11,0,1,39.2130012512207,0,1
1,1920,0,3,38,10,2.60419988632202,2.9300000667572,1984,42,10,5.2923002243042,15500,0.721499979496002,12,7,7.5,1,13,10.4999399185181,0.95712548494339,169
1,200,0,0,54,12,1.75,0,2040,54,16,15.6859998703003,35207,0.581499993801117,7,12,9.5,1,3,34.8569984436035,0.559615790843964,9
1,1500,0,1,47,17,4.80000019073486,3.59999990463257,2794,58,8,5.24230003356934,35702,0.551500022411346,10,12,11,1,10,28.5020008087158,1.5686160326004,100
1,868,0,1,45,15,5.53000020980835,6,3290,47,14,3.03949999809265,17800,0.721499979496002,14,12,9.5,1,16,12.9999599456787,1.71018803119659,256
1,2318,0,1,47,16,4.0984001159668,4.19999980926514,1911,46,16,16.7450008392334,50900,0.491499990224838,16,16,5,1,9,41.3999099731445,1.41059696674347,81
1,2000,0,0,59,10,1.25,0,2000,60,12,3.75,17280,0.691500008106232,7,7,5,0,19,14.7799997329712,0.223143503069878,361
1,60,0,1,32,11,1.66670000553131,0,2580,31,12,5.81400012969971,15150,0.721499979496002,10,9,5,1,4,15.0500001907349,0.510845601558685,16
1,1715,0,1,45,12,3.79010009765625,3.38000011444092,2400,49,17,10.8330001831055,36200,0.581499993801117,7,7,7.5,1,10,29.6999797821045,1.33239197731018,100
1,550,0,4,40,12,2.36360001564026,2.25999999046326,1740,47,12,9.00290012359619,17465,0.721499979496002,14,12,5,1,5,16.1650199890137,0.860185921192169,25
1,1960,0,2,47,14,10.2040004730225,0,2500,50,12,6.53999996185303,45205,0.610000014305115,14,12,3,1,7,25.2051601409912,2.32277989387512,49
1,44,1,2,36,16,6.81820011138916,1.36000001430511,1840,37,17,5.97830009460449,14500,0.751500010490417,12,10,5,0,3,14.1999998092651,1.91959500312805,9
1,1920,0,0,56,14,7.21460008621216,6.92000007629395,2036,56,14,8.62479972839355,32011,0.581499993801117,7,7,7.5,0,38,18.1589698791504,1.97610700130463,1444
1,2540,0,1,41,8,2.44840002059937,0,3536,43,11,4.83290004730225,35200,0.621500015258789,7,12,9.5,0,16,28.9810600280762,0.895434677600861,256
1,156,0,3,48,7,1.19869995117188,0,880,51,11,10.9090003967285,13579,0.751500010490417,3,7,11,0,13,13.3920001983643,0.18123759329319,169
1,780,1,2,36,12,1.64100003242493,0,2007,38,12,3.88639998435974,10455,0.751500010490417,7,7,11,0,1,9.17502021789551,0.495305806398392,1
1,3120,0,0,41,12,1.7820999622345,0,2632,44,13,8.45740032196045,32600,0.551500022411346,7,3,5,0,7,27.0398502349854,0.577792406082153,49
1,2040,0,0,41,14,2.94120001792908,2.79999995231628,2600,43,12,5,19150,0.691500008106232,7,10,11,1,15,13.1499500274658,1.07881796360016,225
1,1610,0,3,36,12,4.96890020370483,4.25,2156,36,13,7.42119979858398,24400,0.661499977111816,12,17,9.5,1,10,16.4000701904297,1.60319900512695,100
1,215,0,3,37,12,1.86049997806549,0,3625,41,12,4.49380016326904,21700,0.691500008106232,10,7,3,0,2,21.2999897003174,0.620845317840576,4
1,1120,0,0,38,12,8.03569984436035,0,2420,42,12,7.02519989013672,26201,0.621500015258789,7,3,9.5,1,19,17.2010192871094,2.08389401435852,361
1,846,0,2,43,14,3.97160005569458,4.19999980926514,2080,43,9,3.27880001068115,11920,0.751500010490417,3,3,7.5,1,25,8.56002616882324,1.37916898727417,625
1,3225,0,0,54,16,3.04159998893738,0,3443,59,17,1.28610002994537,16300,0.721499979496002,12,12,9.5,1,25,6.49083995819092,1.11238396167755,625
1,1376,0,1,38,12,2.90700006484985,3.75,2250,41,12,5.5556001663208,16500,0.721499979496002,7,7,5,1,7,12.4999704360962,1.06712198257446,49
1,980,1,0,30,12,3.06119990348816,3.59999990463257,2535,34,16,7.4951000213623,30000,0.581499993801117,12,7,11,1,15,27.0000190734863,1.11880695819855,225
1,1838,0,0,49,12,4.89659976959229,5,2352,48,15,22.1089992523193,62500,0.441500008106232,7,7,9.5,1,11,53.5000495910645,1.58854103088379,121
1,1494,0,1,45,13,4.01609992980957,2.5,3036,49,6,9.05799961090088,58500,0.441500008106232,10,10,9.5,1,25,52.4999504089355,1.39031100273132,625
1,450,0,0,51,13,5.5556001663208,3.5,2600,57,14,11.5380001068115,40900,0.521499991416931,7,7,9.5,1,19,38.3999786376953,1.71480596065521,361
1,1976,0,0,34,10,1.22269999980927,2.45000004768372,2223,39,7,6.04680013656616,16308,0.691500008106232,0,10,7.5,1,4,13.8919401168823,0.201061502099037,16
1,2012,0,2,34,12,2.68390011787415,3.60999989509583,2666,34,10,1.36530005931854,9300,0.751500010490417,7,7,7.5,1,14,3.89999294281006,0.987271010875702,196
1,561,0,1,41,12,2.67379999160767,3.25,2006,41,17,16.5499992370605,35700,0.551500022411346,10,9,7.5,1,19,34.2000007629395,0.983500719070435,361
1,1715,0,1,49,12,9.32940006256104,7.05000019073486,1710,49,17,8.77190017700195,35700,0.639999985694885,9,9,11,1,18,19.700080871582,2.23317098617554,324
1,1912,0,0,32,12,3.13809990882874,3.59999990463257,1920,46,14,9.63539981842041,24500,0.661499977111816,12,12,5,1,14,18.4999504089355,1.14361798763275,196
1,3686,0,0,32,14,0.542599976062775,0,1647,39,14,6.67880010604858,13000,0.721499979496002,12,12,7.5,1,11,10.9999799728394,-0.611382901668549,121
1,1080,0,2,32,17,8.61110019683838,4.65000009536743,3080,35,15,7.57270002365112,52600,0.441500008106232,12,12,5,0,4,43.3000106811523,2.15305209159851,16
1,1799,0,0,47,10,3.6686999797821,3.25,1920,48,10,7.8125,25360,0.661499977111816,3,7,7.5,1,29,18.760009765625,1.29983699321747,841
1,1984,0,1,39,9,2.31850004196167,2.29999995231628,2420,47,4,1.9835000038147,9400,0.751500010490417,9,9,7.5,0,21,4.80009603500366,0.840920388698578,441
1,1839,0,0,49,12,2.88199996948242,3.26999998092651,2205,53,15,9.52379989624023,26800,0.621500015258789,12,12,11,1,24,21.5,1.05848395824432,576
1,1579,0,3,37,12,3.16659998893738,0,3035,39,14,6.42500019073486,33040,0.661499977111816,12,7,7.5,1,19,28.0399398803711,1.15265798568726,361
1,96,0,0,59,16,3.64580011367798,0,2185,60,15,10.9840002059937,26350,0.621500015258789,14,12,7.5,1,31,26,1.29357600212097,961
1,1920,0,0,50,12,6.25,5.46999979019165,1880,56,12,12.7659997940063,39000,0.521499991416931,7,7,14,1,28,27,1.83258199691772,784
1,1688,0,1,32,17,10.2489995956421,9.80000019073486,1863,33,17,9.55449962615967,35100,0.610000014305115,12,12,9.5,1,15,17.799690246582,2.32717990875244,225
1,1589,0,0,46,12,3.20959997177124,5.53999996185303,2456,48,16,5.49669981002808,22502,0.661499977111816,12,12,11,0,27,17.4019508361816,1.16614603996277,729
1,345,0,2,43,17,7.65220022201538,5,1847,46,17,9.76179981231689,21950,0.691500008106232,12,14,14,0,13,19.3099899291992,2.03499293327332,169
1,1521,0,3,37,11,1.97239995002747,2.29999995231628,2000,42,6,5,13000,0.751500010490417,7,7,7.5,0,4,9.99997997283936,0.679251074790955,16
1,1490,0,2,32,16,4.69799995422363,3.90000009536743,1856,35,14,5.99949979782104,18180,0.721499979496002,12,14,9,1,10,11.1799802780151,1.54713702201843,100
1,989,0,1,39,11,2.12339997291565,2.75999999046326,1880,43,14,6.9148998260498,20957,0.691500008106232,10,10,9,1,8,18.8569602966309,0.753018617630005,64
1,600,0,2,34,13,2.33330011367798,2.90000009536743,3020,35,12,4.96689987182617,13700,0.721499979496002,12,12,7.5,0,4,12.3000202178955,0.847283601760864,16
1,2646,0,1,39,11,2.38960003852844,0,2646,41,8,2.38960003852844,20000,0.691500008106232,7,7,5,1,18,13.6771202087402,0.871125996112823,324
1,2149,0,3,45,8,1.25639998912811,2.5,1640,48,9,4.51219987869263,12260,0.751500010490417,7,7,5,1,3,9.55999660491943,0.228250503540039,9
1,320,0,0,50,11,1.09379994869232,0,1950,54,11,9.23079967498779,24850,0.661499977111816,3,12,7.5,1,11,24.4999809265137,0.089657798409462,121
1,1600,0,1,40,12,3.75,3.29999995231628,1920,39,12,11.4580001831055,29150,0.581499993801117,12,7,7.5,1,8,23.1499996185303,1.32175600528717,64
1,2419,0,1,30,10,3.30719995498657,3.90000009536743,2025,34,12,7.69929981231689,23591,0.661499977111816,7,7,11,1,10,15.5908803939819,1.19610202312469,100
1,2005,0,0,57,17,5.13520002365112,5.25,2470,56,17,4.18300008773804,24717,0.661499977111816,16,12,11,1,33,14.4209203720093,1.63611900806427,1089
1,1960,0,1,39,12,6.63269996643066,3.59999990463257,1800,43,12,8.33329963684082,30455,0.621500015258789,12,12,9,1,19,17.4549102783203,1.89201200008392,361
1,2147,0,0,53,12,4.5644998550415,4.90000009536743,1920,56,8,5.10419988632202,19600,0.691500008106232,12,12,7.5,1,35,9.80001926422119,1.51830899715424,1225
1,1207,0,1,48,17,11.8479995727539,7.15000009536743,2039,53,17,8.22710037231445,31875,0.639999985694885,7,12,5,1,21,17.5744590759277,2.47215890884399,441
1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.66340017318726,24055,0.661499977111816,14,14,7.5,0,7,16.5550003051758,1.32175600528717,49
1,1260,0,0,47,12,4.36509990692139,4.34999990463257,1914,54,12,5.22200012207031,18795,0.721499979496002,7,10,7.5,0,18,13.2949695587158,1.47364103794098,324
1,90,0,1,43,12,3.93330001831055,4,1516,47,10,7.19000005722046,12198,0.751500010490417,7,7,7.5,0,4,11.8439998626709,1.36947894096375,16
1,1800,0,0,47,12,3.33330011367798,3.25,2520,47,16,13.9069995880127,52645,0.491499990224838,12,7,7.5,1,12,46.6450614929199,1.20396304130554,144
1,573,0,1,47,12,3.31590008735657,2.20000004768372,2327,48,12,6.01630020141602,16600,0.721499979496002,10,7,14,0,16,14.699990272522,1.19872903823853,256
1,1825,0,0,47,12,3.56159996986389,3,2188,50,12,7.67819976806641,32590,0.621500015258789,7,7,7.5,1,14,26.0900802612305,1.2702100276947,196
1,75,0,0,46,12,1.60000002384186,0,1864,48,12,5.31120014190674,10020,0.751500010490417,3,7,7.5,1,3,9.89999961853027,0.470003604888916,9
1,1348,0,4,34,9,2.22550010681152,2.29999995231628,2183,33,10,4.12279987335205,12048,0.751500010490417,7,7,11,0,1,9.0480260848999,0.799981713294983,1
1,1880,0,0,48,10,4.78719997406006,4.25,1920,55,12,7.8125,39750,0.621500015258789,7,7,11,0,27,30.7500591278076,1.56594598293304,729
1,1240,0,1,30,12,5.80649995803833,6.90000009536743,1824,31,12,4.605299949646,15700,0.721499979496002,10,7,7.5,1,12,8.49993991851807,1.75897800922394,144
1,848,0,1,51,12,2.3585000038147,2.29999995231628,2878,54,12,3.97460007667542,24250,0.661499977111816,7,7,3,0,6,22.2499904632568,0.858025789260864,36
1,150,0,5,52,12,2,0,2390,54,16,15.0629997253418,43210,0.521499991416931,7,12,14,1,9,42.9099998474121,0.6931471824646,81
1,2000,0,2,37,12,1.89999997615814,1.85000002384186,3120,39,13,4.5064001083374,37100,0.621500015258789,12,12,5,0,2,33.2999992370605,0.641853928565979,4
1,1952,0,2,32,12,5.1230001449585,3.25,2040,33,12,5.88240003585815,23820,0.661499977111816,12,7,5,0,6,13.819899559021,1.63373994827271,36
1,1456,0,2,36,17,5.49450016021729,6.03999996185303,2151,35,15,10.2279996871948,31600,0.581499993801117,12,14,5,1,9,23.6000099182129,1.70374798774719,81
1,1740,0,2,35,12,6.32180023193359,5.5,1976,37,14,6.57889986038208,24000,0.661499977111816,10,10,7.5,1,16,13.0000696182251,1.84400403499603,256
1,1400,0,0,45,17,7.14289999008179,7.1399998664856,2286,51,16,8.8144998550415,30750,0.581499993801117,14,12,5,0,22,20.7499408721924,1.96611905097961,484
1,2000,0,0,56,12,2.375,2.70000004768372,2032,60,10,2.95280003547668,11050,0.751500010490417,7,7,14,0,26,6.30000019073486,0.864997386932373,676
1,1750,0,2,40,10,2.54290008544922,2.74000000953674,1680,45,4,4.51730012893677,12239,0.751500010490417,7,7,14,0,11,7.78892517089844,0.933305203914642,121
1,1101,1,2,45,12,2.17980003356934,2.29999995231628,1560,49,14,5.1282000541687,12870,0.751500010490417,14,12,7.5,1,11,10.4700403213501,0.77923321723938,121
1,2000,0,2,32,12,2.59999990463257,2.5,2895,30,12,4.14510011672974,17200,0.721499979496002,10,7,7.5,0,15,12,0.955511391162872,225
1,1877,0,0,45,12,3.72939991950989,3.59999990463257,1820,50,8,8.79119968414307,23980,0.661499977111816,10,10,7.5,0,13,16.9799194335938,1.31624698638916,169
1,160,0,2,40,12,4.375,1.85000002384186,2450,44,12,7.3060998916626,18600,0.691500008106232,7,12,14,1,6,17.8999996185303,1.47590601444244,36
1,1886,0,1,38,12,4.44329977035522,4,1748,42,8,6.0068998336792,23920,0.691500008106232,7,10,9.5,1,20,15.5399398803711,1.49139702320099,400
1,1446,0,4,49,12,4.28770017623901,4.40000009536743,1020,45,12,8.33329963684082,16084,0.751500010490417,7,7,14,1,17,9.8839864730835,1.45574998855591,289
1,1500,0,1,47,16,1.66670000553131,1.5,2342,49,17,11.5290002822876,31100,0.581499993801117,14,14,11,1,8,28.5999507904053,0.510845601558685,64
1,860,0,0,52,13,3.2558000087738,5.82999992370605,2250,53,12,6.66669988632202,20460,0.661499977111816,7,7,11,1,13,17.6600093841553,1.18043804168701,169
1,1848,0,1,34,13,5.41130018234253,6,2880,40,16,8.6806001663208,36000,0.551500022411346,12,12,7.5,1,15,25.9999198913574,1.68848896026611,225
1,1678,0,2,44,12,2.20499992370605,2.29999995231628,2032,46,12,3.46799993515015,17302,0.721499979496002,14,12,3,0,14,13.6020097732544,0.790727496147156,196
1,160,0,3,36,16,4.0625,0,3120,42,16,3.0320999622345,16450,0.721499979496002,14,7,3,0,14,15.8000001907349,1.40179896354675,196
1,108,0,0,50,17,0.64819997549057,0,1760,57,16,13.8070001602173,41170,0.581499993801117,14,16,9.5,1,6,41.0999908447266,-0.433555990457535,36
1,1738,0,0,45,12,5.38259983062744,6.17999982833862,1725,47,12,6.21740007400513,20130,0.661499977111816,0,0,7.5,1,24,10.7750396728516,1.68317198753357,576
